efas,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,GlofasID,note,oldnotes,SourceGlo,GlofasV5
11852,PCH VICTOR BAPTISTA ADAMI MONTANTE,RIOS URUGUAI.CHAPECÓ E OUTROS,CHAPECÓ,1104,BR,989,0,-26.7094,-51.8911,-51.875,-26.725, ,12261 has long and newer ts CH means small hydropower, ,NULL,no
11856,TAPERA,RIOS ACARAÚ.PIRANGI E OUTROS,RIACHO ITACOLOMI,1104,BR,1000,0,-3.3281,-40.8486,0,0, , , ,NULL,no
11857,SALTO GRANDE - CIA AVE,RIOS PARANÁ.PARANAPANEMA E ...,RIBEIRÃO NOVO,1104,BR,1000,0,-22.84,-49.9925,0,0, , , ,NULL,no
11861,LUMINARIAS,RIO GRANDE,INGAÍ,1104,BR,1010,0,-21.5061,-44.9156,-44.925,-21.525, ,flow ok, ,NULL,no
11863,UHE GOV. BENTO MUNHOZ JANGADA DO SUL,RIOS PARANÁ.IGUAÇU E OUTROS,JANGADA,1104,BR,1010,0,-26.3869,-51.2719,-51.275,-26.375, ,11862 has long ts, ,NULL,no
11866,PARANOÁ BARRAGEM - CEB,RIO PARANAÍBA,LAGO DO PARANOÁ,1104,BR,1015,0,-15.7956,-47.7844,-47.775,-15.775, ,14115 less data but newer ts in reservoir, ,NULL,no reservoir
11867,PARANOÁ - JUSANTE BARRAGEM,RIO PARANAÍBA,PARANOÁ,1104,BR,1017,0,-15.7925,-47.7647,-47.775,-15.775, ,after reserv use 14115 less data but newer ts, ,NULL,no reservoir
11870,UHE SUÍÇA JUSANTE,RIOS ITAPEMIRIM.ITABAPOANA E .,SANTA MARIA DA VITÓRIA,1104,BR,1020,0,-20.1019,-40.5153,-40.525,-20.075, ,11870 has long ts, ,NULL,no
11872,USINA NEPOMUCENO,RIO GRANDE,DO CERVO,1104,BR,1020,0,-21.257222,-45.167222,-45.175,-21.275, ,11900 has less data but newer, ,NULL,no
11874,SERINGAL PROVIDÊNCIA,RIO SOLIMÕES.JURUÁ.JAPURÁ.....,Purus,1104,BR,36400,0,-8.9444,-68.6292,0,0, , , ,NULL,no
11876,UMBURATIBA,RIOS MUCURI.SÃO MATEUS E ....,ALCOBAÇA OU ITANHÉM,1104,BR,1030,0,-17.233333,-40.583333,0,0, , , ,NULL,no
11877,TRISTÃO CÂMARA,RIO PARAÍBA DO SUL,PRETO,1104,BR,1030,0,-22.216667,-43.05,0,0, , , ,NULL,no
11878,BARROSO - MONTANTE,RIO GRANDE,das Mortes,1104,BR,1030,0,-21.183333,-43.966667,0,0, , , ,NULL,no
