ID,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,SourceGlo,GlofasV5,Obs_start,Obs_end,Split_date_CALstart,KGEmod,JSD,Function,Region,Basin,glacier_frac
12173,UHE GOV. NEY AMINTHAS SOLAIS NOVO,RIOS PARANÁ.IGUAÇU E OUTROS,IRATIM,1104,BR,1610.0,1742.49728,-26.0931,-51.8797,-51.875,-26.075, ,calibrated,02/03/2003 00:00',01/08/2009 00:00',02/03/2003 00:00',0.595214,0.0823464,KGEJSD,SouthAmerica,LaPlata,0.0
12174,SANTANA DO JACARÉ,RIO GRANDE,JACARÉ,1104,BR,1620.0,1585.175424,-20.9031,-45.1319,-45.125,-20.875, ,calibrated,01/01/1980 00:00',01/01/2017 00:00',03/05/1992 00:00',0.704862,0.0538054,KGEJSD,SouthAmerica,LaPlata,0.0
12176,PASSO DO GRANZOTTO,RIOS URUGUAI.DO PEIXE E OUTROS,FORQUILHA OU INHANDUVA,1104,BR,1620.0,1660.7648,-27.8786,-51.7547,-51.775,-27.875, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',06/12/2002 00:00',0.741746,0.0443672,KGEJSD,SouthAmerica,LaPlata,0.0
12177,QUIRINÓPOLIS,RIO PARANAÍBA,PRETO,1104,BR,1630.0,1637.753728,-18.4983,-50.5286,-50.525,-18.475, ,calibrated,01/01/1980 00:00',13/08/2022 00:00',16/07/2002 00:00',0.711424,0.0859266,KGEJSD,SouthAmerica,LaPlata,0.0
12181,PATOS,RIOS APODI.PIRANHAS E OUTROS,ESPINHARAS,1104,BR,1650.0,1649.11,-7.0228,-37.27,-37.275,-7.025, ,calibrated,20/04/1984 00:00',01/07/2023 00:00',30/05/1986 00:00',0.473097,0.528521,KGE,SouthAmerica,EastBrazilAtlanticCoast,0.0
12185,PONTE ANÁPOLIS - BRASÍLIA,RIO PARANAÍBA,Corumbá,1104,BR,1650.0,1687.621888,-16.1467,-48.6042,-48.625,-16.125, ,calibrated,01/01/1980 00:00',26/06/2005 00:00',24/03/1984 00:00',0.77823,0.0265102,KGEJSD,SouthAmerica,LaPlata,0.0
12188,ITUPORANGA,RIO ITAJAÍ-AÇU,ITAJAÍ DO SUL,1104,BR,1650.0,1722.68,-27.3986,-49.6058,-49.625,-27.425, ,calibrated,01/01/1980 00:00',01/01/2022 00:00',23/11/2001 00:00',0.658628,0.0579735,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12189,PONTE RIO PIRANHAS,RIO ARAGUAIA.COCO.PAU DARCO..,PIRANHAS,1104,BR,1660.0,1669.96,-9.1839,-49.3775,-49.375,-9.225, ,calibrated,30/08/1980 00:00',01/08/2022 00:00',15/04/2002 00:00',0.856769,0.0551982,KGEJSD,SouthAmerica,Tocantis,0.0
12191,UHE CACONDE CACHOEIRA DO CARMO,RIO GRANDE,Pardo,1104,BR,1660.0,1773.130112,-21.7217,-46.4556,-46.475,-21.725, ,calibrated,01/01/1980 00:00',01/01/2020 00:00',07/02/1998 00:00',0.736356,0.0701499,KGEJSD,SouthAmerica,LaPlata,0.0
12193,SALTO CLAUDELINO,RIOS PARANÁ.IGUAÇU E OUTROS,CHOPIM,1104,BR,1660.0,1630.091776,-26.2781,-52.2956,-52.275,-26.275, ,calibrated,01/01/1980 00:00',01/01/2020 00:00',20/10/1998 00:00',0.636498,0.0494789,KGEJSD,SouthAmerica,LaPlata,0.0
12195,PEDRO CANÁRIO (Estância Pico),RIOS MUCURI.SÃO MATEUS E ....,ITAÚNAS,1104,BR,1670.0,1669.81,-18.2647,-40.0336,-40.075,-18.225, ,calibrated,11/02/2001 00:00',30/01/2018 00:00',11/02/2001 00:00',0.690573,0.0676805,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12202,TAMANDUÁ,RIOS PARANÁ.PARANAPANEMA E ...,JAGUARIAÍVA,1104,BR,1690.0,1742.932096,-23.9767,-49.5958,-49.575,-23.975, ,calibrated,01/01/1980 00:00',01/05/2004 00:00',27/03/1984 00:00',0.710018,0.024962,KGEJSD,SouthAmerica,LaPlata,0.0
12204,SÃO LUDGERO I,RIOS TUBARÃO.ARARANGUÁ E .....,BRAÇO DO NORTE,1104,BR,1690.0,1661.31,-28.3258,-49.1792,-49.175,-28.325, ,calibrated,02/11/1985 00:00',01/07/2023 00:00',07/10/2002 00:00',0.664402,0.0169816,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12207,BALSA DO JACARÉ,RIO RIBEIRA DO IGUAPE,AÇUNGUI,1104,BR,1700.0,1562.63,-24.9303,-49.4831,-49.475,-24.975, ,calibrated,01/01/1980 00:00',01/01/2020 00:00',24/09/1999 00:00',0.605118,0.0570719,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12208,BALSINHAS BR-324,RIO PARNAÍBA,Pequeno,1104,BR,1710.0,1707.45,-7.5356,-45.8025,-45.825,-7.575, ,calibrated,18/12/2002 00:00',01/01/2019 00:00',18/12/2002 00:00',0.757326,0.034738,KGEJSD,SouthAmerica,Parnaiba,0.0
12213,PONTE MG-214,RIO JEQUITINHONHA,ITAMARANDIBA,1104,BR,1720.0,1642.33,-17.6397,-42.6789,-42.675,-17.625, ,calibrated,02/07/1995 00:00',01/05/2023 00:00',27/11/2002 00:00',0.742333,0.0796201,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12215,BALSA DO SANTANA,RIOS PARANÁ.IGUAÇU E OUTROS,SANTANA,1104,BR,1720.0,1633.91808,-25.915,-52.8494,-52.875,-25.925, ,calibrated,01/01/1980 00:00',01/01/2020 00:00',25/11/1987 00:00',0.699075,0.0338315,KGEJSD,SouthAmerica,LaPlata,0.0
12216,BARRA DO JOÃO PEDRO MONTANTE,LAGOA DOS PATOS,JOÃO PEDRO,1104,BR,1720.0,1719.31,-29.7708,-50.085,-50.075,-29.725, ,calibrated,02/05/1981 00:00',01/01/1988 00:00',02/05/1981 00:00',0.78956,0.0317969,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12219,FAZENDA ACONCHEGO,RIO DOCE,SUAÇUI PEQUENO,1104,BR,1730.0,1663.81,-18.9317,-42.1028,-42.125,-18.925, ,calibrated,20/05/2013 00:00',01/01/2023 00:00',20/05/2013 00:00',0.731736,0.0605391,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12220,UHE ITAIPU PONTE DO CAPANEMA,RIOS PARANÁ.IGUAÇU E OUTROS,CAPANEMA,1104,BR,1730.0,1718.375168,-25.77,-53.6114,-53.625,-25.775, ,calibrated,01/01/1980 00:00',01/01/2009 00:00',18/10/1985 00:00',0.605332,0.0247839,KGEJSD,SouthAmerica,LaPlata,0.0
12222,CAROALINA,RIOS SÃO FRANCISCO.MOXOTÓ E ..,MOXOTÓ,1104,BR,1740.0,1737.07,-8.2806,-37.5706,-37.575,-8.275, ,calibrated,02/01/2003 00:00',01/07/2023 00:00',02/01/2003 00:00',0.487296,0.846725,KGEJSD,SouthAmerica,SaoFrancisco,0.0
12224,MONTANTE DE GOIÂNIA,RIO PARANAÍBA,MEIA PONTE,1104,BR,1740.0,1714.563328,-16.6136,-49.2797,-49.325,-16.575, ,calibrated,01/01/1980 00:00',01/11/2022 00:00',31/10/2002 00:00',0.807271,0.0315305,KGEJSD,SouthAmerica,LaPlata,0.0
12230,PONTE DE PEDRA,RIOS PARAGUAI.SÃO LOURENÇO E .,PONTE DE PEDRA,1104,BR,1750.0,1856.594944,-16.6525,-54.7292,-54.725,-16.675, ,calibrated,01/01/1980 00:00',01/08/2006 00:00',01/01/1980 00:00',0.677581,0.0821327,KGEJSD,SouthAmerica,LaPlata,0.0
12234,SÍTIO JABORANDI,RIO RIBEIRA DO IGUAPE,St. Lawrence,1104,BR,1760.0,1884.76,-24.309167,-47.576667,-47.525,-24.275, ,calibrated,01/01/1980 00:00',01/08/2001 00:00',28/07/1980 00:00',0.678467,0.050485,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12235,RIO DO PEIXE,RIO ARAGUAIA.CAIAPÓ.CLARO.....,DO PEIXE,1104,BR,1770.0,1678.87,-16.7186,-52.3322,-52.375,-16.725, ,calibrated,22/06/2000 00:00',01/01/2023 00:00',12/09/2001 00:00',0.62098,0.0299011,KGEJSD,SouthAmerica,Tocantis,0.0
12237,PORTO ALEGRE,RIO TOCANTINS.MANUEL  ALVES.SONO...,MANUEL ALVES,1104,BR,1780.0,1810.94,-11.6114,-47.0447,-47.025,-11.575, ,calibrated,01/01/1980 00:00',01/04/2023 00:00',20/03/2002 00:00',0.681134,0.125306,KGEJSD,SouthAmerica,Tocantis,0.0
12240,BERNARDO SAYÃO,RIO ARAGUAIA.COCO.PAU DARCO..,DAS CUNHÃS,1104,BR,1790.0,1828.82,-7.8758,-48.8775,-48.875,-7.875, ,calibrated,29/05/2000 00:00',13/10/2018 00:00',29/05/2000 00:00',0.859052,0.0409238,KGEJSD,SouthAmerica,Tocantis,0.0
12243,PONTE RIO TESOURAS,RIO ARAGUAIA.CRIXÁS-AÇU.PEIXE,TESOURAS,1104,BR,1800.0,1815.18,-14.7167,-50.5,-50.475,-14.725, ,calibrated,27/08/1980 00:00',01/01/1990 00:00',27/08/1980 00:00',0.788349,0.045691,KGEJSD,SouthAmerica,Tocantis,0.0
12246,RIO PRETO,RIO PARAÍBA DO SUL,PRETO,1104,BR,1800.0,1712.85,-22.0861,-43.82,-43.875,-22.075, ,calibrated,01/01/1980 00:00',01/06/2023 00:00',17/04/2003 00:00',0.784611,0.0286524,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12248,TARTARUGAL GRANDE,RIOS OIAPOQUE.ARAGUARI E .....,TARTARUGAL GRANDE,1104,BR,1810.0,1845.93,1.3978,-50.925,-50.925,1.425, ,calibrated,27/03/1997 00:00',01/06/2023 00:00',30/09/2002 00:00',0.789309,0.050982,KGEJSD,SouthAmerica,OrinocoAtlanticNorthCoast,0.0
12250,PIMENTEL,RIO PARAÍBA DO SUL,Grande,1104,BR,1810.0,1885.06,-21.77,-41.9383,-41.925,-21.775, ,calibrated,01/01/1980 00:00',01/06/2023 00:00',23/02/2003 00:00',0.795375,0.0218884,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12252,ESTAÇÃO ALVARO DA SILVEIRA,RIOS SÃO FRANCISCO.PARAOPEBA E,LAMBARI,1104,BR,1820.0,1939.35,-19.7536,-45.1167,-45.125,-19.775, ,calibrated,01/01/1980 00:00',01/08/2022 00:00',16/04/1981 00:00',0.786507,0.0381695,KGEJSD,SouthAmerica,SaoFrancisco,0.0
12254,ITUMIRIM,RIO GRANDE,CAPIVARI,1104,BR,1820.0,1748.328832,-21.3211,-44.8719,-44.875,-21.375, ,calibrated,01/01/1980 00:00',01/06/2014 00:00',24/04/1994 00:00',0.799227,0.0247435,KGEJSD,SouthAmerica,LaPlata,0.0
12255,PASSO DO GABRIEL,RIO TAQUARI,DAS ANTAS,1104,BR,1820.0,1837.79,-28.8056,-50.495,-50.475,-28.825, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',01/05/2002 00:00',0.598932,0.0378969,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12257,BURITIS,RIO AMAZONAS.MADEIRA.GUAPORÉ....,CANDEIAS,1104,BR,1830.0,1846.24,-10.2806,-63.7308,-63.725,-10.275, ,calibrated,20/07/2011 00:00',01/09/2021 00:00',20/07/2011 00:00',0.706201,0.0515795,KGEJSD,SouthAmerica,Amazonas,0.0
12258,PONTE RIO AMAMBAI,RIOS PARANÁ.PARANAPANEMA E ...,AMAMBAÍ,1104,BR,1830.0,1902.186112,-22.9428,-55.2211,-55.225,-22.925, ,calibrated,23/04/1984 00:00',01/09/2022 00:00',06/08/2001 00:00',0.633756,0.0163415,KGEJSD,SouthAmerica,LaPlata,0.0
12260,CONCEIÇÃO DO RIO VERDE,RIO GRANDE,Verde,1104,BR,1840.0,1855.235712,-21.8872,-45.0792,-45.075,-21.925, ,calibrated,01/01/1980 00:00',01/01/2015 00:00',29/12/1994 00:00',0.822289,0.0424769,KGEJSD,SouthAmerica,LaPlata,0.0
12261,ABELARDO LUZ,RIOS URUGUAI.CHAPECÓ E OUTROS,CHAPECÓ,1104,BR,1840.0,1875.46048,-26.5606,-52.3258,-52.325,-26.575, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',02/05/2003 00:00',0.662007,0.0184817,KGEJSD,SouthAmerica,LaPlata,0.0
12262,FRANCISCO SÁ,RIOS MUCURI.SÃO MATEUS E ....,TODOS OS SANTOS,1104,BR,1850.0,1965.05,-17.7386,-41.1222,-41.125,-17.725, ,calibrated,01/01/1980 00:00',01/06/2023 00:00',16/12/2002 00:00',0.703256,0.0550626,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12266,SÍTIO VOLTA,RIOS APODI.PIRANHAS E OUTROS,SERIDÓ,1104,BR,1860.0,1894.84,-6.5936,-36.785,-36.775,-6.625, ,calibrated,01/01/1980 00:00',28/09/2022 00:00',03/02/2002 00:00',0.681147,0.809446,KGE,SouthAmerica,EastBrazilAtlanticCoast,0.0
12268,MARAVILHA BR-230,RIO PARNAÍBA,MARAVILHA,1104,BR,1870.0,1983.63,-7.4742,-46.0219,-46.025,-7.475, ,calibrated,30/11/1999 00:00',01/06/2023 00:00',30/11/1999 00:00',0.778933,0.0570822,KGEJSD,SouthAmerica,Parnaiba,0.0
12269,FAZENDA CÓRREGO DO OURO,RIOS SÃO FRANCISCO.PARACATU E,ESCURO,1104,BR,1870.0,1848.26,-17.6133,-46.8592,-46.875,-17.625, ,calibrated,01/01/1980 00:00',01/01/2023 00:00',01/01/1980 00:00',0.831152,0.0255166,KGEJSD,SouthAmerica,SaoFrancisco,0.0
12272,PONTE DO IMPÉRIO,LAGOA MIRIM,PIRATINI,1104,BR,1870.0,2001.22,-31.716667,-52.9,-52.875,-31.725, ,calibrated,01/01/1980 00:00',18/08/1989 00:00',01/01/1980 00:00',0.630121,0.0482639,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12275,VEREDA,RIOS SÃO FRANCISCO.GRANDE E ..,PRETO,1104,BR,1900.0,1811.97,-11.0914,-45.9086,-45.925,-11.075, ,calibrated,23/08/2002 00:00',01/12/2018 00:00',23/08/2002 00:00',0.314801,0.521908,KGE,SouthAmerica,SaoFrancisco,0.0
12276,FAZENDA BOA SORTE JUSANTE,RIO JEQUITINHONHA,SÃO MIGUEL,1104,BR,1900.0,1887.42,-16.6222,-41.0281,-41.025,-16.625, ,calibrated,03/02/1985 00:00',01/04/2021 00:00',05/12/1996 00:00',0.700626,0.0214222,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12277,REGINÓPOLIS,RIOS PARANÁ.TIETÊ E OUTROS,BATALHA,1104,BR,1900.0,1826.982656,-21.890556,-49.238889,-49.225,-21.925, ,calibrated,01/01/1980 00:00',01/07/2020 00:00',23/03/1988 00:00',0.686064,0.0339799,KGEJSD,SouthAmerica,LaPlata,0.0
12281,POMBINHO,RIOS APODI.PIRANHAS E OUTROS,PIANCÓ,1104,BR,1920.0,1952.68,-7.4364,-38.3189,-38.325,-7.425, ,calibrated,17/12/2002 00:00',01/07/2023 00:00',17/12/2002 00:00',0.656674,0.19642,KGE,SouthAmerica,EastBrazilAtlanticCoast,0.0
12289,SÃO PEDRO DO PAMPÃ,RIOS MUCURI.SÃO MATEUS E ....,PAMPÃ,1104,BR,1940.0,1943.02,-17.3203,-40.6764,-40.675,-17.325, ,calibrated,01/01/1980 00:00',01/06/2023 00:00',16/12/2002 00:00',0.746355,0.0403923,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12293,PASSO FAXINAL,RIOS URUGUAI.IJUÍ E OUTROS,IJUÍ,1104,BR,1940.0,1984.701312,-28.2869,-53.7808,-53.775,-28.275, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',02/03/2003 00:00',0.737052,0.016535,KGEJSD,SouthAmerica,LaPlata,0.0
12296,SÃO LUÍS DO PARAITINGA,RIO PARAÍBA DO SUL,PARAITINGA,1104,BR,1950.0,2015.27,-23.239444,-45.305278,-45.275,-23.225, ,calibrated,01/01/1980 00:00',01/01/1996 00:00',01/01/1980 00:00',0.673467,0.0575771,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12299,FAZENDA LARANJEIRAS,RIO GRANDE,AIURUOCA,1104,BR,1960.0,2029.929856,-21.6889,-44.3508,-44.375,-21.725, ,calibrated,01/01/1980 00:00',01/01/2015 00:00',10/09/1994 00:00',0.783073,0.0541103,KGEJSD,SouthAmerica,LaPlata,0.0
12301,SÃO JOÃO BATISTA,RIOS TUBARÃO.ARARANGUÁ E .....,TIJUCAS,1104,BR,1964.0,1916.56,-27.275,-48.85,-48.875,-27.275, ,calibrated,13/01/1983 00:00',10/03/2020 00:00',21/04/1998 00:00',0.545791,0.04645,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12303,JARAGUÁ,RIO TOCANTINS.MARANHÃO.PALMAS..,DAS ALMAS,1104,BR,1970.0,1955.12,-15.7242,-49.3219,-49.325,-15.725, ,calibrated,01/01/1980 00:00',01/01/2022 00:00',02/01/2002 00:00',0.797089,0.0366317,KGEJSD,SouthAmerica,Tocantis,0.0
12307,PORTO SANTA RITA,RIO DOCE,CORRENTE GRANDE,1104,BR,1970.0,1983.58,-18.9517,-42.3592,-42.375,-18.925, ,calibrated,01/01/1980 00:00',01/12/2022 00:00',26/07/2002 00:00',0.742329,0.0294304,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12310,FAZENDA RIO DO SUL,RIOS MUCURI.SÃO MATEUS E ....,JUCURUÇU - BRAÇO SUL,1104,BR,1980.0,2002.23,-17.2494,-39.6211,-39.625,-17.225, ,calibrated,01/01/1980 00:00',01/12/2022 00:00',21/10/2002 00:00',0.71489,0.038821,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12312,UHE PORTO COLÔMBIA RIO UBERABA,RIO GRANDE,UBERABA,1104,BR,1980.0,1973.171456,-19.9094,-48.3911,-48.375,-19.875, ,calibrated,24/02/2011 00:00',01/01/2017 00:00',24/02/2011 00:00',0.830516,0.0511765,KGEJSD,SouthAmerica,LaPlata,0.0
12316,BARRA DO ESCURINHO,RIOS SÃO FRANCISCO.PARACATU E,RIBEIRÃO ESCURINHO,1104,BR,2000.0,1940.97,-17.5125,-46.6461,-46.675,-17.525, ,calibrated,01/01/1980 00:00',09/02/2019 00:00',01/01/1980 00:00',0.85429,0.0103341,KGEJSD,SouthAmerica,SaoFrancisco,0.0
12317,SÃO BENTO,RIOS PARANÁ.IGUAÇU E OUTROS,DA VÁRZEA,1104,BR,2000.0,2137.233792,-25.9456,-49.7914,-49.775,-25.925, ,calibrated,01/01/1980 00:00',01/01/2011 00:00',08/12/1986 00:00',0.723518,0.0278761,KGEJSD,SouthAmerica,LaPlata,0.0
12319,RIO BONITO,RIO CANOAS,CANOAS,1104,BR,2000.0,1936.641664,-27.7022,-49.84,-49.825,-27.725, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',03/12/2001 00:00',0.707074,0.0569031,KGEJSD,SouthAmerica,LaPlata,0.0
12322,TANGARÁ,RIOS URUGUAI.DO PEIXE E OUTROS,DO PEIXE,1104,BR,2010.0,2009.78368,-27.0881,-51.2581,-51.275,-27.075, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',16/01/2003 00:00',0.584399,0.0667796,KGEJSD,SouthAmerica,LaPlata,0.0
12323,CAPIVARA II,RIOS SÃO FRANCISCO.MOXOTÓ E ..,Riacho / Traipu,1104,BR,2020.0,2064.56,-9.7664,-37.0081,-36.975,-9.725, ,calibrated,30/01/2000 00:00',01/07/2023 00:00',30/01/2000 00:00',0.401387,0.481396,KGE,SouthAmerica,SaoFrancisco,0.0
12325,TOMAZINA,RIOS PARANÁ.PARANAPANEMA E ...,DAS CINZAS,1104,BR,2020.0,1998.870272,-23.7667,-49.95,-49.925,-23.775, ,calibrated,01/01/1980 00:00',01/01/2020 00:00',18/10/1999 00:00',0.70514,0.0195254,KGEJSD,SouthAmerica,LaPlata,0.0
12326,PALMITINHO,RIOS URUGUAI.DA VÁRZEA E ....,GUARITA,1104,BR,2020.0,2104.44352,-27.3328,-53.6444,-53.625,-27.325, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',28/08/2002 00:00',0.696404,0.0253448,KGEJSD,SouthAmerica,LaPlata,0.0
12327,SÃO BERNARDO,RIO PARNAÍBA,Buriti,1104,BR,2030.0,2058.12,-3.36,-42.4197,-42.475,-3.375, ,calibrated,06/11/1999 00:00',01/01/2019 00:00',06/11/1999 00:00',0.183719,0.216942,KGE,SouthAmerica,Parnaiba,0.0
12329,RIO CASCA,RIO DOCE,CASCA,1104,BR,2030.0,2048.85,-20.2261,-42.65,-42.675,-20.275, ,calibrated,01/01/1980 00:00',18/01/2019 00:00',20/02/1998 00:00',0.738445,0.046413,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12330,LINHA COLOMBO,RIO TAQUARI,Guaporé,1104,BR,2030.0,2032.03,-28.9122,-51.9531,-51.975,-28.925, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',30/01/2002 00:00',0.642416,0.0445295,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12332,MORRO ALTO,RIOS MEARIM.ITAPECURU E OUTROS,PREGUICAS,1104,BR,2040.0,1935.729664,-2.9686,-42.9467,-42.975,-3.025, ,calibrated,02/01/1999 00:00',01/06/2023 00:00',03/05/2003 00:00',0.221417,0.178397,KGE,SouthAmerica,NorthBrazilAtlanticCoast,0.0
12333,CRISTAIS,RIOS ACARAÚ.PIRANGI E OUTROS,PIRANGI,1104,BR,2040.0,2055.0,-4.5006,-38.3608,-38.375,-4.525, ,calibrated,01/01/1980 00:00',01/07/2023 00:00',05/06/2001 00:00',0.539738,0.672258,KGE,SouthAmerica,EastBrazilAtlanticCoast,0.0
12335,BALSA DO GOIO - ERE,RIOS PARANÁ.PARANAPANEMA E ...,GOIO-ERE,1104,BR,2040.0,2000.236928,-23.9167,-53.1331,-53.125,-23.925, ,calibrated,01/01/1980 00:00',01/01/2020 00:00',07/12/1999 00:00',0.682203,0.0478327,KGEJSD,SouthAmerica,LaPlata,0.0
12337,SÃO MIGUEL DO GUAPORÉ,RIO AMAZONAS.MADEIRA.GUAPORÉ....,SÃO MIGUEL,1104,BR,2060.0,2172.08,-11.7331,-62.8081,-62.825,-11.675, ,calibrated,16/04/2010 00:00',09/03/2019 00:00',16/04/2010 00:00',0.881758,0.0167786,KGEJSD,SouthAmerica,Amazonas,0.0
12338,IVOLÂNDIA,RIO ARAGUAIA.CAIAPÓ.CLARO.....,CLARO,1104,BR,2060.0,2006.09,-16.5125,-50.9967,-50.975,-16.525, ,calibrated,01/01/1980 00:00',01/01/2023 00:00',13/10/2002 00:00',0.646811,0.0822952,KGEJSD,SouthAmerica,Tocantis,0.0
12341,SERINGAL GUARANY,RIO SOLIMÕES.JURUÁ.JAPURÁ.....,Caete,1104,BR,6110.0,6224.23296,-9.1103,-68.9933,-69.025,-9.125, ,calibrated,19/01/1983 00:00',29/01/2023 00:00',05/06/1998 00:00',0.748509,0.0493033,KGEJSD,SouthAmerica,Amazonas,0.0
12343,PONTE DO BICUDO,RIOS SÃO FRANCISCO.DAS VELHAS,DO BICUDO,1104,BR,2070.0,2075.79,-18.1908,-44.5556,-44.575,-18.175, ,calibrated,01/01/1980 00:00',01/02/2023 00:00',26/05/1982 00:00',0.659378,0.0541591,KGEJSD,SouthAmerica,SaoFrancisco,0.0
12344,SANTA ROSA DE LIMA,RIOS VAZA BARRIS.ITAPICURU E .,SERGIPE,1104,BR,2070.0,2119.75,-10.6642,-37.1903,-37.175,-10.675, ,calibrated,01/01/1980 00:00',24/12/2018 00:00',27/07/1998 00:00',0.497708,0.0341077,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12346,MADRE DE DEUS DE MINAS,RIO GRANDE,Grande,1104,BR,2070.0,2032.546048,-21.4925,-44.3269,-44.275,-21.475, ,calibrated,01/01/1980 00:00',01/01/2015 00:00',25/11/1994 00:00',0.820336,0.0444579,KGEJSD,SouthAmerica,LaPlata,0.0
12349,ALTO ARAGUAIA,RIO ARAGUAIA.CAIAPÓ.CLARO.....,Araguaia,1104,BR,2080.0,2113.84,-17.3011,-53.2172,-53.225,-17.325, ,calibrated,01/01/1980 00:00',31/12/2014 00:00',30/12/1994 00:00',0.230672,0.353596,KGEJSD,SouthAmerica,Tocantis,0.0
12351,MUCURI,RIOS MUCURI.SÃO MATEUS E ....,MUCURI,1104,BR,2080.0,2201.65,-17.5961,-41.4914,-41.475,-17.575, ,calibrated,01/01/1980 00:00',01/06/2023 00:00',03/01/2003 00:00',0.747302,0.0492866,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12354,RAIGÃO ALTO,RIOS URUGUAI.DA VÁRZEA E ....,PEPERI GUAÇU,1104,BR,2090.0,2124.743168,-26.9333,-53.7061,-53.725,-26.925, ,calibrated,02/08/2000 00:00',01/07/2023 00:00',10/02/2003 00:00',0.596346,0.0404686,KGEJSD,SouthAmerica,LaPlata,0.0
12356,IPIXUNA,RIO SOLIMÕES.PURUS.COARI...,Jurua,1104,BR,56100.0,55545.66758,-7.0556,-71.6892,-71.675,-7.075, ,calibrated,10/10/1981 00:00',01/06/2023 00:00',29/08/2001 00:00',0.906181,0.0373113,KGEJSD,SouthAmerica,Amazonas,0.0
12359,CÊRA,RIOS SÃO FRANCISCO.CARINHANHA,GUARÁ,1104,BR,2120.0,2039.34,-12.9967,-44.8053,-44.825,-12.975, ,calibrated,25/08/2000 00:00',01/06/2023 00:00',25/08/2000 00:00',0.52355,0.085032,KGEJSD,SouthAmerica,SaoFrancisco,0.0
12361,UNIÃO,RIO AMAZONAS.MADEIRA.GUAPORÉ....,MACHADINHO,1104,BR,2130.0,2183.74,-9.7333,-62.2333,-62.225,-9.725, ,calibrated,02/08/1983 00:00',01/11/1988 00:00',02/08/1983 00:00',0.892072,0.0397857,KGEJSD,SouthAmerica,Amazonas,0.0
12362,FAZENDA IGUAÇU,RIOS PARAGUAÇÚ.JEQUIRICÁ E ...,DE UNA,1104,BR,2130.0,2068.41,-12.9361,-41.0644,-41.125,-12.975, ,calibrated,01/01/1980 00:00',01/06/2023 00:00',22/05/2003 00:00',0.7432,0.0456537,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12363,BAIXO GUANDU,RIO DOCE,GUANDU,1104,BR,2130.0,2143.51,-19.5236,-41.0142,-41.025,-19.575, ,calibrated,01/01/1980 00:00',01/06/2023 00:00',14/01/2003 00:00',0.712156,0.0358305,KGEJSD,SouthAmerica,SouthBrazilUruguayAtlanticCoast,0.0
12365,NEVES BR-230,RIO PARNAÍBA,NEVES,1104,BR,2140.0,2230.49,-7.0372,-45.5008,-45.525,-7.025, ,calibrated,11/12/1999 00:00',01/06/2023 00:00',11/12/1999 00:00',0.623985,0.0566092,KGEJSD,SouthAmerica,Parnaiba,0.0
12366,ACARI,RIOS APODI.PIRANHAS E OUTROS,ACAUÃ,1104,BR,2140.0,2202.37,-6.4333,-36.6333,-36.625,-6.425, ,calibrated,02/01/2000 00:00',01/08/2022 00:00',02/01/2000 00:00',0.508126,0.591933,KGE,SouthAmerica,EastBrazilAtlanticCoast,0.0
